기준일,지점,상품군,상품명,보유잔액,계좌수,목표금액,달성률(%),수익률(%),담당자
2025-10-03,광주지점,투자,P2P연계,37541000,32.0,35431327,106.0,12.5,류민준
2025-12-06,강원지점,여신,소액신용대출,10026000,49.0,7869582,127.4,1.69,조건우
2025-08-22,광주지점,카드,체크카드,17652000,33.0,22613949,78.1,2.3,이채원
2025-09-20,전북지점,보험,방카슈랑스,1634000,33.0,1566253,104.3,-0.67,권예준
2025-08-06,강원지점,수신,외화예금,15739000,36.0,23469725,67.1,1.97,서준서
2025-01-21,서울지점,여신,전세자금대출,50430000,28.0,45696711,110.4,2.84,강시우
2025-03-26,대구지점,투자,P2P연계,59889000,35.0,48978210,122.3,5.33,조유진
2025-06-07,부산지점,수신,외화예금,68208000,39.0,52623685,129.6,0.85,서준서
2025-01-28,강원지점,수신,정기예금,5895000,32.0,8812102,66.9,0.8,
2025-09-06,제주지점,수신,외화예금,35832000,29.0,41571397,86.2,3.28,박서윤
2025-04-14,경기지점,보험,방카슈랑스,16589000,31.0,16551580,100.2,5.3,이준서
2025-11-19,전북지점,카드,체크카드,44910000,32.0,65323949,68.7,3.8,박유진
2025-05-03,광주지점,여신,주택담보대출,95072000,39.0,89010143,106.8,1.31,강태양
2025-01-23,전북지점,수신,정기예금,5896000,34.0,8305354,71.0,3.36,한하준
2025-02-12,대전지점,여신,전세자금대출,155955000,36.0,180202063,86.5,1.07,조채원
2025-04-05,충북지점,투자,펀드,7989000,,9351844,85.4,-1.88,홍유진
2025-04-14,본점영업부,투자,펀드,88527000,35.0,114182060,77.5,4.08,강다은
2025-07-14,충북지점,여신,전세자금대출,12640000,,9466209,133.5,2.05,전지민
2025-01-16,서울지점,수신,외화예금,41848000,38.0,35913154,116.5,3.97,서서연
2025-10-07,대전지점,투자,펀드,137679000,38.0,122076478,112.8,6.89,정민서
2025-07-11,충북지점,카드,신용카드,19626000,38.0,13861656,141.6,1.5,홍지호
2025-05-19,여의도PB센터,투자,펀드,44440000,,55236362,80.5,5.81,조서연
2025-10-14,대구지점,수신,외화예금,6888000,35.0,4948303,139.2,1.63,윤도윤
2025-05-24,강남금융센터,보험,방카슈랑스,38154000,28.0,28084846,135.9,-0.15,김가은
2025-12-05,세종지점,카드,신용카드,24663000,32.0,28099909,87.8,1.39,한서윤
2025-09-09,제주지점,여신,전세자금대출,72833000,27.0,76109344,95.7,1.02,김다은
2025-03-06,울산지점,여신,주택담보대출,37868000,32.0,30360855,124.7,1.17,권태양
2025-10-27,인천지점,여신,전세자금대출,52540000,35.0,49469917,106.2,2.22,송건우
2025-04-23,경북지점,투자,P2P연계,19477000,32.0,16198308,120.2,2.57,홍유진
2025-08-31,대전지점,여신,주택담보대출,47301000,34.0,59454388,79.6,1.43,서수아
2025-02-25,부산지점,수신,적금,78572000,37.0,89419260,87.9,1.57,임민서
2025-03-18,충남지점,카드,신용카드,5126000,33.0,5043158,101.6,1.32,박태양
2025-05-31,제주지점,수신,적금,30408000,45.0,38240666,79.5,0.95,송도윤
2025-07-15,강원지점,보험,방카슈랑스,11356000,29.0,12035590,94.4,5.31,송민서
2025-09-24,부산지점,카드,신용카드,27504000,41.0,28700535,95.8,-0.17,서예준
2025-05-21,부산지점,여신,전세자금대출,86826000,50.0,65926585,131.7,2.83,윤지민
2025-08-11,광주지점,여신,주택담보대출,6066000,43.0,4935209,122.9,2.24,홍지우
2025-04-20,충남지점,보험,방카슈랑스,21805000,30.0,18823127,115.8,11.7,안다은
2025-04-29,경남지점,투자,P2P연계,4688000,29.0,3812400,123.0,-3.58,정건우
2025-09-03,충북지점,카드,신용카드,113668000,29.0,155100534,73.3,2.46,신하준
2025-11-14,서울지점,여신,전세자금대출,38141000,,30338431,125.7,1.82,박다은
2025-11-18,충남지점,여신,주택담보대출,25015000,38.0,27752747,90.1,2.07,임지호
2025-10-26,경남지점,여신,주택담보대출,11899000,38.0,8806581,135.1,2.22,
2025-12-24,서울지점,수신,적금,26406000,35.0,35157865,75.1,2.29,한수아
2025-05-28,인천지점,수신,정기예금,19330000,33.0,17279187,111.9,3.49,김채원
2025-07-26,서울지점,수신,외화예금,50060000,33.0,50422115,99.3,1.76,안건우
2025-03-15,대전지점,투자,펀드,21409000,40.0,31252823,68.5,-0.86,오현우
2025-09-21,제주지점,여신,소액신용대출,94373000,31.0,125982850,9999.0,2.03,홍준서
2025-06-30,울산지점,수신,외화예금,10240000,31.0,14119620,72.5,2.35,조수아
2025-05-15,세종지점,투자,P2P연계,30673000,24.0,29846010,102.8,3.88,서수아
2025-03-17,대전지점,카드,신용카드,206772000,40.0,181660536,113.8,3.72,윤채원
2025-09-17,울산지점,수신,적금,21630000,37.0,21664136,99.8,3.32,조민준
2025-12-09,전남지점,투자,P2P연계,132204000,35.0,107042818,123.5,12.18,황지민
2025-09-17,제주지점,카드,신용카드,8362000,26.0,9876648,84.7,0.7,황서윤
2025-08-20,본점영업부,카드,체크카드,39882000,30.0,40041039,99.6,1.56,최하준
2025-10-15,강남금융센터,여신,전세자금대출,21178000,35.0,26812432,79.0,1.49,김시우
2025-10-08,서울지점,수신,적금,11045000,41.0,13584461,81.3,1.62,한서윤
2025-07-25,경남지점,투자,펀드,14220000,45.0,18685426,76.1,1.93,황현우
2025-10-07,전남지점,수신,적금,59496000,35.0,78279071,76.0,1.34,전지호
2025-05-03,대구지점,여신,전세자금대출,68543000,31.0,99066284,69.2,2.85,전지우
2025-10-29,전북지점,보험,방카슈랑스,16313000,37.0,18825994,86.7,4.69,오가은
2025-05-08,대전지점,여신,소액신용대출,73481000,31.0,67012835,109.7,2.19,안현우
2025-08-16,경기지점,투자,펀드,24512000,44.0,30372732,80.7,11.51,서민준
2025-08-10,세종지점,여신,전세자금대출,9935000,37.0,10275883,96.7,1.0,권현우
2025-08-13,본점영업부,보험,방카슈랑스,7605000,29.0,7856031,96.8,6.15,강채원
2025-04-03,서울지점,보험,방카슈랑스,31183000,33.0,36393127,85.7,-7.73,
2025-05-03,서울지점,수신,외화예금,12439000,40.0,14994731,83.0,2.97,장다은
2025-03-30,대구지점,수신,외화예금,42344000,31.0,55180145,76.7,2.46,김서윤
2025-03-15,광주지점,수신,정기예금,18739000,38.0,18156363,103.2,2.55,권현우
2025-01-12,본점영업부,여신,전세자금대출,2009000,38.0,1750011,114.8,2.84,송민준
2025-09-15,부산지점,수신,외화예금,6543000,45.0,7047988,92.8,0.49,
2025-05-02,광주지점,수신,적금,13168000,30.0,14249886,92.4,2.72,신태양
2025-12-09,세종지점,여신,주택담보대출,63586000,39.0,62649511,101.5,2.24,강태양
2025-04-08,경북지점,여신,주택담보대출,9400000,30.0,10492891,89.6,2.41,박수아
2025-02-24,충남지점,수신,외화예금,50493000,29.0,60344384,83.7,0.51,강서윤
2025-04-21,대구지점,여신,전세자금대출,27989000,38.0,24417083,114.6,2.01,서건우
2025-01-02,서울지점,수신,적금,6019000,35.0,8138296,74.0,2.59,류현우
2025-12-06,인천지점,투자,P2P연계,9235000,35.0,10575241,87.3,3.86,장예준
2025-03-31,제주지점,보험,방카슈랑스,36360000,40.0,51581286,70.5,8.83,신채원
2025-10-10,충남지점,카드,신용카드,52133000,32.0,68458568,76.2,1.0,
2025-01-30,강원지점,여신,전세자금대출,8758000,29.0,12738177,68.8,1.71,안준서
2025-05-14,경남지점,보험,방카슈랑스,49972000,35.0,55322497,90.3,0.32,황태양
2025-06-16,부산지점,보험,방카슈랑스,12955000,31.0,16437693,78.8,2.26,권지우
2025-06-08,충북지점,여신,전세자금대출,25428000,34.0,19729018,128.9,1.89,박서연
2025-08-29,강남금융센터,수신,외화예금,4408000,47.0,4861514,90.7,1.88,홍도윤
2025-11-07,전남지점,여신,전세자금대출,83163000,33.0,80281021,103.6,2.25,서다은
2025-07-17,전남지점,카드,신용카드,49130000,37.0,37041178,132.6,2.03,박건우
2025-09-10,부산지점,수신,적금,98263000,26.0,122284846,80.4,1.4,전서연
2025-05-26,제주지점,카드,체크카드,37973000,36.0,45657952,83.2,2.68,장서연
2025-01-06,서울지점,여신,주택담보대출,109922000,42.0,141896332,77.5,2.18,정태양
2025-06-12,서울지점,수신,정기예금,10706000,37.0,7566740,141.5,2.21,박준서
2025-04-20,광주지점,수신,외화예금,38282000,38.0,40776455,93.9,2.55,송민서
2025-08-15,충북지점,보험,방카슈랑스,5925000,26.0,4156598,142.5,0.58,전가은
2025-06-13,울산지점,보험,방카슈랑스,16885000,37.0,22081350,76.5,6.09,윤다은
2025-02-25,세종지점,여신,전세자금대출,29616000,37.0,43036867,68.8,2.54,홍시우
2025-12-30,인천지점,카드,신용카드,37916000,30.0,27678482,137.0,1.68,장건우
2025-06-10,충북지점,수신,적금,1787000,35.0,1487958,120.1,2.53,안민준
2025-03-26,광주지점,투자,P2P연계,44722000,39.0,48709824,91.8,-0.2,
2025-10-19,강남금융센터,여신,전세자금대출,134938000,38.0,112286853,120.2,1.57,전예준
2025-07-13,부산지점,카드,체크카드,25233000,35.0,29308984,86.1,1.43,정예준
2025-10-17,대전지점,수신,외화예금,4883000,36.0,6425727,76.0,3.34,전태양
2025-07-24,경남지점,수신,적금,3609000,36.0,5322170,67.8,1.17,송예준
2025-08-14,충남지점,수신,정기예금,9321000,29.0,10926667,85.3,2.24,이지민
2025-10-10,제주지점,여신,전세자금대출,17317000,26.0,13882786,124.7,3.18,장서윤
2025-10-13,광주지점,여신,소액신용대출,200101000,24.0,144201124,138.8,1.92,황서윤
2025-12-25,강원지점,카드,체크카드,90630000,35.0,69908717,129.6,1.01,전민준
2025-05-24,경기지점,수신,정기예금,19492000,38.0,21264844,91.7,2.73,송다은
2025-03-11,제주지점,여신,주택담보대출,39729000,27.0,41519394,95.7,1.98,오유진
2025-04-10,충북지점,수신,정기예금,104476000,35.0,121900803,85.7,0.78,조도윤
2025-04-27,전북지점,투자,펀드,3372000,31.0,3247511,103.8,3.96,권도윤
2025-03-20,인천지점,투자,펀드,70702000,,86935015,81.3,5.67,조하준
2025-07-02,본점영업부,수신,외화예금,32759000,44.0,37983831,86.2,2.17,임지민
2025-03-26,서울지점,투자,펀드,18284000,42.0,26786816,68.3,-1.23,신서윤
2025-09-24,서울지점,수신,적금,9956000,29.0,11804789,84.3,1.73,이서연
2025-08-28,본점영업부,여신,전세자금대출,5752000,26.0,7401272,77.7,1.92,강수아
2025-01-31,충남지점,여신,전세자금대출,94004000,37.0,110793317,84.8,2.68,황유진
2025-09-15,제주지점,수신,적금,8724000,36.0,7333457,119.0,2.15,박지민
2025-01-17,인천지점,수신,적금,109650000,42.0,159856955,68.6,1.07,박서윤
2025-11-08,강남금융센터,여신,소액신용대출,14597000,34.0,17735060,82.3,1.26,강지호
2025-08-22,경남지점,수신,적금,23180000,30.0,26755284,86.6,1.29,송채원
2025-06-22,인천지점,투자,펀드,17263000,31.0,16592416,104.0,1.73,홍예준
2025-04-22,부산지점,여신,소액신용대출,4824000,31.0,5439196,88.7,1.72,이시우
2025-02-19,경남지점,여신,전세자금대출,14522000,44.0,17682583,82.1,2.17,
2025-05-09,강남금융센터,카드,체크카드,20196000,46.0,25331193,79.7,2.45,이시우
2025-07-10,강남금융센터,수신,정기예금,27608000,47.0,21178320,130.4,2.83,한시우
2025-10-01,본점영업부,카드,신용카드,7123000,36.0,7289883,97.7,2.84,최가은
2025-08-29,인천지점,보험,방카슈랑스,25969000,43.0,22464546,115.6,2.7,윤도윤
2025-03-02,경남지점,여신,소액신용대출,46132000,30.0,45181419,102.1,2.53,홍서연
2025-12-19,경북지점,수신,적금,3734000,39.0,5101660,73.2,1.13,황하준
2025-11-07,세종지점,수신,정기예금,115235000,30.0,90521412,127.3,1.79,권유진
2025-02-04,전남지점,수신,정기예금,26807000,41.0,35845367,74.8,2.9,황도윤
2025-12-04,대전지점,투자,펀드,57211000,36.0,71959861,79.5,2.04,신민준
2025-11-23,광주지점,카드,신용카드,11130000,40.0,10649963,104.5,4.51,정준서
2025-06-01,인천지점,카드,체크카드,21867000,42.0,29118516,75.1,2.22,윤지호
2025-06-07,전남지점,여신,주택담보대출,6457000,48.0,4675541,138.1,1.07,
2025-05-03,충남지점,여신,전세자금대출,16108000,32.0,20935782,76.9,2.51,임준서
2025-05-24,여의도PB센터,카드,체크카드,35933000,37.0,43898743,81.9,2.07,류지호
2025-12-26,부산지점,수신,적금,27236000,42.0,31068028,87.7,1.78,임다은
2025-11-15,대구지점,카드,신용카드,29503000,38.0,22301209,132.3,1.71,전서윤
2025-08-23,세종지점,투자,펀드,18586000,37.0,16575755,112.1,-3.79,
2025-02-19,대구지점,수신,외화예금,36290000,31.0,25433012,142.7,2.86,최채원
2025-04-10,여의도PB센터,수신,외화예금,3077000,34.0,2254223,136.5,0.92,이민서
2025-12-30,광주지점,여신,소액신용대출,9148000,37.0,7228752,126.6,2.53,홍시우
2025-06-09,경기지점,카드,신용카드,13634000,43.0,18150233,75.1,2.35,오수아
2025-05-12,충북지점,여신,전세자금대출,21695000,34.0,26683678,81.3,2.38,홍건우
2025-05-12,충남지점,여신,소액신용대출,36237000,36.0,34052404,106.4,1.31,오하준
2025-05-16,경북지점,투자,P2P연계,36943000,38.0,49641130,74.4,1.06,박지호
2025-12-28,서울지점,투자,P2P연계,30621000,41.0,27997841,109.4,9.63,윤민서
2025-06-11,제주지점,수신,외화예금,27611000,34.0,26897216,102.7,1.41,송준서
2025-03-12,대전지점,카드,신용카드,22372000,,29788084,75.1,0.89,강건우
2025-02-08,광주지점,수신,외화예금,29218000,48.0,28870088,101.2,1.64,류민서
2025-12-10,세종지점,투자,P2P연계,78309000,41.0,73035772,107.2,2.86,권하준
2025-11-23,경남지점,투자,P2P연계,51854000,40.0,77557699,66.9,2.99,조시우
2025-08-02,충남지점,카드,체크카드,54294000,43.0,71172330,76.3,1.23,장채원
2025-06-16,제주지점,카드,신용카드,104618000,32.0,76747801,136.3,1.79,홍지호
2025-10-05,인천지점,카드,체크카드,18405000,38.0,13404690,137.3,2.48,강지민
2025-05-31,충북지점,투자,펀드,15731000,26.0,16594071,94.8,2.64,서도윤
2025-04-11,세종지점,카드,체크카드,14432000,30.0,18219860,79.2,2.34,한지우
2025-06-07,경기지점,수신,적금,28010000,39.0,25516646,109.8,3.27,권가은
2025-11-06,충남지점,수신,정기예금,14937000,50.0,18255963,81.8,3.05,전하준
2025-11-11,서울지점,투자,펀드,37974000,33.0,35296087,107.6,3.65,황민서
2025-07-19,경남지점,수신,정기예금,31895000,35.0,22493824,141.8,1.1,류예준
2025-12-24,경기지점,여신,소액신용대출,120899000,39.0,133506983,90.6,2.95,서유진
2025-04-08,서울지점,여신,주택담보대출,5045000,29.0,5704092,88.4,1.67,홍채원
2025-02-05,전남지점,수신,적금,35771000,45.0,43093675,83.0,1.67,최민서
2025-07-27,강남금융센터,수신,외화예금,15396000,24.0,11984101,128.5,1.33,권수아
2025-09-25,광주지점,보험,방카슈랑스,61402000,44.0,80305395,76.5,5.17,홍하준
2025-10-09,강남금융센터,수신,적금,139418000,36.0,163399269,85.3,1.59,박지민
2025-03-23,충북지점,수신,정기예금,529715000,33.0,546484703,96.9,2.24,김민서
2025-03-24,충남지점,카드,체크카드,23290000,45.0,22570826,103.2,1.53,권지호
2025-01-19,경기지점,여신,주택담보대출,24807000,36.0,18261513,135.8,2.28,서서윤
2025-02-27,인천지점,수신,외화예금,15599000,36.0,13833136,112.8,0.39,한민서
2025-12-27,강남금융센터,보험,방카슈랑스,38032000,36.0,29778770,127.7,1.61,권채원
2025-03-10,경남지점,여신,주택담보대출,82224000,38.0,103691307,79.3,2.05,이예준
2025-07-21,경남지점,카드,체크카드,95954000,28.0,121813509,78.8,1.02,장서연
2025-08-01,광주지점,수신,정기예금,44394000,33.0,33658482,131.9,1.2,송지호
2025-03-13,전남지점,수신,정기예금,31017000,25.0,24704815,125.6,2.54,오유진
2025-07-18,인천지점,수신,정기예금,44223000,40.0,35576857,124.3,2.87,윤가은
2025-02-18,서울지점,카드,체크카드,18049000,46.0,16446608,109.7,2.51,전채원
2025-12-27,부산지점,여신,주택담보대출,47770000,45.0,33615170,142.1,0.28,오다은
2025-09-08,강원지점,여신,소액신용대출,15927000,44.0,11193175,142.3,1.62,임건우
2025-03-23,충북지점,카드,체크카드,5296000,26.0,5458949,97.0,2.92,최현우
2025-07-18,광주지점,카드,신용카드,12771000,29.0,17771265,71.9,2.54,김민준
2025-03-02,경북지점,카드,체크카드,20478000,29.0,20670493,99.1,3.35,권시우
2025-09-14,경기지점,여신,소액신용대출,20800000,39.0,23610130,88.1,1.24,오시우
2025-02-22,울산지점,보험,방카슈랑스,67950000,33.0,56850733,119.5,2.27,황다은
2025-05-20,전북지점,수신,정기예금,49589000,45.0,58669963,84.5,1.26,강준서
2025-09-16,전남지점,보험,방카슈랑스,47178000,28.0,46357676,101.8,-5.35,권수아
2025-12-05,본점영업부,수신,외화예금,39597000,29.0,37375684,105.9,1.94,서채원
2025-10-23,제주지점,카드,신용카드,27033000,29.0,26940739,100.3,4.49,전다은
2025-12-12,인천지점,여신,주택담보대출,4506000,40.0,3691772,122.1,2.8,신다은
2025-12-29,대구지점,카드,신용카드,5736000,26.0,6279476,91.3,1.75,강건우
2025-09-21,강원지점,여신,주택담보대출,73735000,34.0,90186918,81.8,2.59,최지호
2025-08-25,제주지점,투자,P2P연계,34891000,,43454601,80.3,-4.38,장건우
2025-01-07,충북지점,카드,체크카드,21396000,44.0,22709686,94.2,2.98,임하준
2025-04-20,경기지점,카드,체크카드,36640000,34.0,39348717,93.1,2.04,조지민
2025-03-13,여의도PB센터,수신,적금,9931000,44.0,7514593,132.2,0.93,한서윤
2025-09-10,광주지점,수신,적금,25264000,44.0,27570757,91.6,2.22,서하준
2025-05-07,울산지점,여신,전세자금대출,21056000,45.0,19421970,108.4,0.75,서서윤
2025-06-17,강원지점,여신,주택담보대출,15966000,39.0,23208026,68.8,1.95,최지우
2025-07-13,충남지점,보험,방카슈랑스,40513000,32.0,59012790,68.7,2.24,한건우
2025-04-26,강남금융센터,여신,소액신용대출,69449000,38.0,52271164,132.9,0.94,이다은
2025-10-08,강원지점,보험,방카슈랑스,33432000,38.0,25854405,129.3,1.02,류현우
2025-12-09,서울지점,수신,외화예금,28440000,34.0,37004396,76.9,1.17,최서윤
2025-09-27,대구지점,수신,정기예금,15843000,33.0,14549491,108.9,2.09,장준서
2025-05-13,광주지점,수신,정기예금,189016000,34.0,153075055,123.5,1.03,
2025-09-30,강남금융센터,수신,정기예금,90451000,37.0,122089385,74.1,1.05,권지민
2025-02-12,충남지점,보험,방카슈랑스,42856000,25.0,32778441,130.7,11.07,최현우
2025-02-27,전북지점,카드,체크카드,34293000,36.0,47250003,72.6,2.19,김수아
2025-12-16,대전지점,여신,전세자금대출,69313000,24.0,49815048,139.1,1.5,장하준
2025-03-03,부산지점,투자,펀드,20856000,49.0,22582254,92.4,2.41,최하준
2025-03-10,서울지점,여신,전세자금대출,20036000,38.0,21951245,91.3,2.79,임태양
2025-02-08,강원지점,수신,외화예금,10209000,46.0,15265240,66.9,1.89,임가은
2025-01-17,대구지점,카드,체크카드,17252000,38.0,16498121,104.6,1.88,권민서
2025-01-22,광주지점,투자,펀드,18184000,25.0,14395510,126.3,-4.12,김하준
2025-09-15,경북지점,보험,방카슈랑스,16024000,39.0,22091713,72.5,6.15,한시우
2025-12-27,부산지점,투자,펀드,29184000,45.0,26866247,108.6,9.57,안건우
2025-08-21,경남지점,투자,P2P연계,7453000,31.0,10585832,70.4,6.35,서서윤
2025-09-17,강원지점,카드,체크카드,5811000,39.0,8638576,67.3,3.38,임지호
2025-01-06,대구지점,여신,소액신용대출,12678000,29.0,18613482,68.1,1.48,권준서
2025-11-02,부산지점,투자,P2P연계,3986000,36.0,3194610,124.8,2.9,홍가은
2025-07-02,전북지점,투자,펀드,4675000,41.0,4597401,101.7,6.19,장준서
2025-10-23,서울지점,카드,체크카드,36360000,32.0,29497858,123.3,1.98,임준서
2025-09-10,광주지점,여신,주택담보대출,2203000,38.0,2078158,106.0,2.46,권가은
2025-08-01,광주지점,투자,펀드,78739000,32.0,90571255,86.9,8.11,조현우
2025-08-14,전남지점,여신,주택담보대출,8899000,33.0,7391039,120.4,2.44,
2025-01-13,경북지점,여신,소액신용대출,10209000,44.0,9749350,104.7,2.73,신도윤
2025-09-17,경북지점,여신,주택담보대출,66400000,33.0,67792329,97.9,2.45,정예준
2025-01-03,대전지점,여신,전세자금대출,43029000,28.0,31599093,136.2,1.25,강시우
2025-05-08,대전지점,여신,소액신용대출,73481000,31.0,67012835,109.7,2.19,안현우
2025-09-27,충북지점,여신,전세자금대출,24620000,36.0,25857074,95.2,1.86,황하준
2025-04-22,경남지점,수신,정기예금,4112000,,4803307,85.6,2.57,조태양
2025-08-12,경북지점,수신,정기예금,49877000,36.0,58397785,85.4,3.15,장서윤
2025-08-16,충북지점,카드,체크카드,22334000,42.0,26789893,83.4,1.9,윤다은
2025-08-22,부산지점,투자,P2P연계,25308000,38.0,20816637,121.6,1.65,이태양
2025-03-23,전북지점,보험,방카슈랑스,6015000,31.0,6241418,96.4,-3.37,오유진
2025-11-27,경남지점,여신,주택담보대출,110074000,39.0,90814755,121.2,2.1,오준서
2025-04-14,대전지점,투자,펀드,12299000,29.0,17511123,70.2,4.17,송도윤
2025-03-27,제주지점,투자,P2P연계,12498000,37.0,9196802,135.9,2.7,한다은
2025-10-10,서울지점,카드,신용카드,29324000,33.0,27626453,106.1,2.16,강지호
2025-03-18,인천지점,투자,P2P연계,25142000,43.0,27963376,89.9,3.54,홍지민
2025-01-14,충북지점,카드,체크카드,17018000,29.0,12981257,131.1,1.32,정서윤
2025-06-09,여의도PB센터,보험,방카슈랑스,13098000,37.0,17786621,73.6,3.75,
2025-01-24,대전지점,수신,적금,9448000,27.0,8406929,112.4,1.4,류예준
2025-09-15,강원지점,투자,P2P연계,1000000,32.0,1374148,72.8,4.65,
2025-11-25,경남지점,수신,외화예금,6209000,36.0,7200536,86.2,0.61,오가은
2025-05-25,충남지점,여신,전세자금대출,12939000,27.0,15015620,86.2,1.62,
2025-07-28,경남지점,보험,방카슈랑스,28264000,42.0,26003400,108.7,0.84,최민준
2025-01-07,충북지점,투자,P2P연계,40164000,46.0,33155033,121.1,6.45,임시우
2025-03-09,본점영업부,수신,적금,8304000,34.0,10671316,77.8,2.94,한다은
2025-03-07,대구지점,수신,적금,29563000,36.0,21440324,137.9,2.46,황건우
2025-01-06,서울지점,여신,전세자금대출,13524000,28.0,13245354,102.1,1.57,한태양
2025-01-07,경기지점,카드,신용카드,39172000,37.0,29861313,131.2,1.47,전시우
2025-09-10,강남금융센터,수신,적금,5389000,35.0,4007449,134.5,2.97,정민서
2025-11-12,부산지점,투자,펀드,93927000,29.0,85745292,109.5,3.58,홍예준
2025-12-10,여의도PB센터,카드,체크카드,58997000,33.0,65682655,89.8,0.87,
2025-09-23,서울지점,카드,신용카드,8925000,31.0,9175073,97.3,1.76,조지우
2025-05-24,경남지점,여신,전세자금대출,41594000,29.0,37157581,111.9,0.94,박시우
2025-05-07,경남지점,투자,P2P연계,41353000,46.0,33246182,124.4,-5.43,황수아
2025-05-08,광주지점,보험,방카슈랑스,32804000,28.0,35865508,91.5,-1.6,황채원
2025-07-25,제주지점,수신,외화예금,20201000,38.0,26685648,75.7,1.28,한서윤
2025-11-14,충북지점,여신,주택담보대출,52455000,35.0,59990087,87.4,2.27,최서연
2025-05-26,울산지점,보험,방카슈랑스,48148000,37.0,68988392,69.8,5.34,황시우
2025-05-22,인천지점,투자,펀드,17249000,,19523029,88.4,-2.14,정채원
2025-08-04,전북지점,투자,펀드,14520000,45.0,10191244,142.5,9.58,홍지우
2025-06-15,전남지점,여신,주택담보대출,11145000,36.0,15541445,71.7,2.85,
2025-07-24,강남금융센터,보험,방카슈랑스,23870000,32.0,17155519,139.1,7.76,윤채원
2025-10-16,부산지점,수신,외화예금,25344000,26.0,20266218,125.1,2.31,박다은
2025-01-12,광주지점,수신,적금,37237000,30.0,44174451,84.3,1.91,
2025-11-18,강원지점,투자,펀드,25813000,27.0,25075072,102.9,2.11,신지우
2025-06-05,경남지점,여신,주택담보대출,16287000,37.0,23521871,69.2,0.92,최수아
2025-08-15,제주지점,카드,신용카드,160324000,44.0,195660208,81.9,2.92,오다은
2025-05-22,제주지점,수신,정기예금,10445000,41.0,10597015,98.6,4.12,황수아
2025-09-21,전남지점,여신,소액신용대출,58223000,30.0,54802928,106.2,1.98,조서윤
2025-03-31,충북지점,수신,외화예금,76261000,34.0,103815146,73.5,2.81,최민서
2025-06-14,경기지점,여신,주택담보대출,44739000,35.0,46230999,96.8,0.65,정태양
2025-06-24,본점영업부,보험,방카슈랑스,11438000,42.0,9841984,116.2,-2.87,권채원
2025-11-03,강남금융센터,수신,정기예금,4520000,30.0,6671546,67.8,0.68,황서윤
2025-05-29,광주지점,여신,주택담보대출,3311000,40.0,4507834,73.4,1.28,임준서
2025-12-10,광주지점,카드,신용카드,21020000,39.0,29708352,70.8,2.82,정하준
2025-06-27,경남지점,카드,신용카드,2549000,30.0,1888115,135.0,1.8,전서윤
2025-11-25,서울지점,수신,적금,4867000,35.0,5388126,90.3,2.01,박현우
2025-04-30,울산지점,카드,체크카드,6258000,38.0,7607373,82.3,1.45,송건우
2025-12-10,제주지점,보험,방카슈랑스,23666000,,29437017,80.4,8.82,황시우
2025-12-09,전북지점,수신,정기예금,7662000,29.0,9624963,79.6,1.32,장서윤
2025-10-01,경남지점,카드,신용카드,5417000,27.0,6259222,86.5,2.38,장서윤
2025-07-23,광주지점,투자,P2P연계,47880000,32.0,42048673,113.9,8.79,최하준
2025-09-25,본점영업부,여신,소액신용대출,18517000,48.0,19790312,93.6,0.58,류준서
2025-05-19,대전지점,투자,펀드,33723000,34.0,44901822,75.1,-3.32,권지민
2025-08-21,서울지점,투자,P2P연계,55468000,27.0,38947879,142.4,5.99,류하준
2025-08-28,전북지점,투자,P2P연계,8471000,32.0,9824875,86.2,1.63,오서윤
2025-10-25,대구지점,여신,주택담보대출,12653000,30.0,13607449,93.0,1.21,오현우
2025-01-08,인천지점,여신,전세자금대출,112473000,49.0,111441577,100.9,2.36,임현우
2025-11-14,부산지점,투자,P2P연계,62939000,48.0,86262629,73.0,6.6,임태양
2025-09-24,충남지점,수신,정기예금,-1,,3305036,126.0,1.47,홍수아
2025-01-02,인천지점,수신,외화예금,30760000,30.0,29824817,103.1,1.4,권준서
2025-01-01,부산지점,투자,펀드,3241000,40.0,2281146,142.1,0.25,이서윤
2025-05-12,전남지점,여신,주택담보대출,69687000,32.0,70648173,98.6,2.39,류다은
2025-11-12,부산지점,보험,방카슈랑스,70647000,34.0,61547112,114.8,5.46,강민준
2025-01-11,부산지점,보험,방카슈랑스,5155000,33.0,4632450,111.3,3.35,강도윤
2025-02-27,제주지점,카드,체크카드,45508000,31.0,44218656,102.9,2.96,홍유진
2025-10-01,여의도PB센터,수신,외화예금,1446000,37.0,1046778,138.1,1.89,임가은
2025-02-04,본점영업부,여신,전세자금대출,7666000,20.0,11452075,66.9,2.57,이건우
2025-06-28,서울지점,카드,신용카드,5999000,50.0,5496541,109.1,2.58,
2025-12-08,전북지점,수신,정기예금,37025000,46.0,54922745,67.4,0.24,이유진
2025-03-29,대전지점,여신,주택담보대출,39117000,29.0,29031160,134.7,1.79,안태양
2025-03-10,부산지점,여신,전세자금대출,19759000,48.0,19600410,100.8,0.59,정지호
2025-10-18,충북지점,카드,신용카드,6485000,38.0,8137195,79.7,0.5,오수아
2025-01-13,경북지점,수신,정기예금,14713000,29.0,18729025,78.6,2.23,윤다은
2025-09-01,여의도PB센터,여신,소액신용대출,19746000,37.0,26818174,73.6,2.35,권건우
2025-03-21,경남지점,수신,적금,30448000,45.0,35957313,84.7,2.43,이하준
